Date,portfolio
2014-07-15,607.4147504270077
2014-07-16,612.8226534128189
2014-07-17,603.6835142374039
2014-07-18,609.5422117114067
2014-07-21,609.9919673800468
2014-07-22,616.561706006527
2014-07-23,616.7883892357349
2014-07-24,619.4564069211483
2014-07-25,616.7129572331905
2014-07-28,615.5988186895847
2014-07-29,612.3825460672379
2014-07-30,617.9536137878895
2014-07-31,604.7654258608818
2014-08-01,600.6067281961441
2014-08-04,605.4339293241501
2014-08-05,601.1944669485092
2014-08-06,598.4644015133381
2014-08-07,596.5198634266853
2014-08-08,601.4856381118298
2014-08-11,603.6517627239227
2014-08-12,602.4595711231232
2014-08-13,607.7584498524666
2014-08-14,613.222767829895
2014-08-15,612.112181276083
2014-08-18,618.2698918581009
2014-08-19,621.5627816617489
2014-08-20,623.7163045406342
2014-08-21,625.3022786676884
2014-08-22,624.6980777382851
2014-08-25,628.5302429497242
2014-08-26,631.5993913412094
2014-08-27,630.5978727340698
2014-08-28,628.7186390459538
2014-08-29,630.4985893964767
2014-09-02,628.4782477021217
2014-09-03,628.6135423779488
2014-09-04,625.6128813326359
2014-09-05,628.2588605284691
2014-09-08,631.0356474518776
2014-09-09,625.876283198595
2014-09-10,630.9660661518574
2014-09-11,630.689559340477
2014-09-12,626.7165901064873
2014-09-15,621.7398596704006
2014-09-16,628.4952915906906
2014-09-17,631.4947321414948
2014-09-18,636.1239540278912
2014-09-19,637.8826485276222
2014-09-22,631.9563108086586
2014-09-23,629.8381007313728
2014-09-24,634.4161128103733
2014-09-25,623.3634604215622
2014-09-26,632.3697490096092
2014-09-29,631.4875768125057
2014-09-30,629.6678957045078
2014-10-01,618.5078003406525
2014-10-02,617.135334610939
2014-10-03,623.6059855520725
2014-10-06,621.4281031489372
2014-10-07,610.8975713849068
2014-10-08,622.8343835473061
2014-10-09,610.8716997802258
2014-10-10,600.9750696122646
2014-10-13,592.045122385025
2014-10-14,593.7928786575794
2014-10-15,586.1432696282864
2014-10-16,583.5817472338676
2014-10-17,597.0608999431133
2014-10-20,596.7488670051098
2014-10-21,607.5378184318542
2014-10-22,598.2423103749752
2014-10-23,606.4711319506168
2014-10-24,608.1964567601681
2014-10-27,609.6282766759396
2014-10-28,622.2518825531006
2014-10-29,618.3328459858894
2014-10-30,618.7515051066875
2014-10-31,624.9714768230915
2014-11-03,625.5409424602985
2014-11-04,625.3962789177895
2014-11-05,623.4200976490974
2014-11-06,624.925743997097
2014-11-07,625.9632447361946
2014-11-10,628.9013428986073
2014-11-11,628.2933169007301
2014-11-12,627.3981747031212
2014-11-13,630.0650191009045
2014-11-14,629.5270465016365
2014-11-17,629.4425379037857
2014-11-18,634.269671857357
2014-11-19,634.1389173269272
2014-11-20,636.0631081461906
2014-11-21,638.5110741555691
2014-11-24,644.3497329354286
2014-11-25,644.2481363415718
2014-11-26,649.8051431179047
2014-11-28,650.9591420888901
2014-12-01,644.8002763390541
2014-12-02,650.1606801450253
2014-12-03,648.8910821080208
2014-12-04,646.8894239068031
2014-12-05,651.0092673897743
2014-12-08,648.9581277370453
2014-12-09,646.9837699234486
2014-12-10,634.310833722353
2014-12-11,636.4965083301067
2014-12-12,625.0112884044647
2014-12-15,616.9113577008247
2014-12-16,612.8797215521336
2014-12-17,624.0259409546852
2014-12-18,639.5668826699257
2014-12-19,642.9989450871944
2014-12-22,645.9157290458679
2014-12-23,642.5867705345154
2014-12-24,645.7861226201057
2014-12-26,649.6126840412617
2014-12-29,648.0312103033066
2014-12-30,643.7176790237427
2014-12-31,637.4945107996464
2015-01-02,638.835887491703
2015-01-05,628.0852379500866
2015-01-06,616.5310972929001
2015-01-07,624.3716121315956
2015-01-08,635.4102184176445
2015-01-09,632.1454587876797
2015-01-12,625.7551481723785
2015-01-13,624.0401634573936
2015-01-14,618.7127692997456
2015-01-15,610.4773328006268
2015-01-16,619.5653685033321
2015-01-20,622.0456451177597
2015-01-21,622.8366054594517
2015-01-22,629.3959743976593
2015-01-23,628.7137915492058
2015-01-26,627.9020496606827
2015-01-27,618.0142397880554
2015-01-28,618.9579784274101
2015-01-29,633.9691779613495
2015-01-30,621.6055354177952
2015-02-02,624.9577860832214
2015-02-03,631.588304400444
2015-02-04,630.4463873803616
2015-02-05,636.7050512731075
2015-02-06,632.074000865221
2015-02-09,629.2328413128853
2015-02-10,639.5441361069679
2015-02-11,642.0358978807926
2015-02-12,639.6605832576752
2015-02-13,640.4825392961502
2015-02-17,643.0440117120743
2015-02-18,647.5842155218124
2015-02-19,651.2135289311409
2015-02-20,658.8779708147049
2015-02-23,654.8941390514374
2015-02-24,655.0302658081055
2015-02-25,653.9269436597824
2015-02-26,653.9615254402161
2015-02-27,649.4169554710388
2015-03-02,655.2155940532684
2015-03-03,654.3577765226364
2015-03-04,651.8774969577789
2015-03-05,653.4570040106773
2015-03-06,642.9968380331993
2015-03-09,645.593224644661
2015-03-10,633.9591896533966
2015-03-11,631.3378989696503
2015-03-12,637.1304827332497
2015-03-13,632.9645578861237
2015-03-16,644.6300828456879
2015-03-17,645.6022623181343
2015-03-18,655.2631943821907
2015-03-19,656.3412501811981
2015-03-20,663.4000585079193
2015-03-23,660.1767793893814
2015-03-24,656.8935877084732
2015-03-25,640.4894927144051
2015-03-26,640.3186160326004
2015-03-27,643.2781086564064
2015-03-30,650.2069507241249
2015-03-31,641.7660233974457
2015-04-01,637.003797352314
2015-04-02,638.0119658708572
2015-04-06,642.4970054030418
2015-04-07,643.2088493704796
2015-04-08,647.2911077141762
2015-04-09,649.9578169584274
2015-04-10,653.8167066574097
2015-04-13,651.8139416575432
2015-04-14,652.2668190002441
2015-04-15,656.2865275144577
2015-04-16,656.6912541985512
2015-04-17,644.691282749176
2015-04-20,656.004329264164
2015-04-21,657.5061528682709
2015-04-22,660.7093687057495
2015-04-23,660.5641705393791
2015-04-24,656.6906138658524
2015-04-27,653.1686336994171
2015-04-28,653.6890060901642
2015-04-29,650.2603880167007
2015-04-30,639.9220488071442
2015-05-01,647.5068626999855
2015-05-04,648.6791189908981
2015-05-05,641.1174904108047
2015-05-06,638.773028254509
2015-05-07,639.0594289898872
2015-05-08,649.1665105223656
2015-05-11,647.6823124587536
2015-05-12,643.251765191555
2015-05-13,646.6946414709091
2015-05-14,656.9110180735588
2015-05-15,654.1332831382751
2015-05-18,656.2012109160423
2015-05-19,655.5639086961746
2015-05-20,655.4359637498856
2015-05-21,657.0044466853142
2015-05-22,654.4837113022804
2015-05-26,643.9253084659576
2015-05-27,649.6855176687241
2015-05-28,646.1904727816582
2015-05-29,640.5603427886963
2015-06-01,643.0478329658508
2015-06-02,643.628135561943
2015-06-03,646.1485048532486
2015-06-04,640.937956571579
2015-06-05,637.9639545679092
2015-06-08,632.6384564042091
2015-06-09,630.5136066675186
2015-06-10,638.3019326329231
2015-06-11,641.047109246254
2015-06-12,636.2097370624542
2015-06-15,633.17182970047
2015-06-16,634.5922273397446
2015-06-17,637.7142088413239
2015-06-18,645.7447944879532
2015-06-19,643.6590086817741
2015-06-22,649.7397642731667
2015-06-23,651.6265498399734
2015-06-24,648.3013949394226
2015-06-25,644.4607044458389
2015-06-26,637.9685218334198
2015-06-29,621.055975496769
2015-06-30,622.5225518643856
2015-07-01,628.2165633738041
2015-07-02,628.7725390195847
2015-07-06,627.5148798525333
2015-07-07,629.9174444675446
2015-07-08,619.8408152163029
2015-07-09,619.2544637620449
2015-07-10,629.7018320560455
2015-07-13,638.979076474905
2015-07-14,644.4566188752651
2015-07-15,643.4722502231598
2015-07-16,650.6797177791595
2015-07-17,654.7644374370575
2015-07-20,657.6173838973045
2015-07-21,648.5810177326202
2015-07-22,644.63925370574
2015-07-23,641.9801861345768
2015-07-24,633.388543009758
2015-07-27,631.2760162353516
2015-07-28,642.8481876552105
2015-07-29,647.4995692670345
2015-07-30,645.0411293208599
2015-07-31,647.0209802389145
2015-08-03,643.8400357067585
2015-08-04,641.2756561040878
2015-08-05,647.7153225243092
2015-08-06,639.0597175061703
2015-08-07,641.568849503994
2015-08-10,647.8799763321877
2015-08-11,640.3735693097115
2015-08-12,642.6783958077431
2015-08-13,640.6743582487106
2015-08-14,641.4615167975426
2015-08-17,642.6278533935547
2015-08-18,640.5710592865944
2015-08-19,634.6906586289406
2015-08-20,615.1116116642952
2015-08-21,593.2990898489952
2015-08-24,570.6941226124763
2015-08-25,564.4796076714993
2015-08-26,587.9870905280113
2015-08-27,600.4547713398933
2015-08-28,603.4428745508194
2015-08-31,596.9852393269539
2015-09-01,579.2883571386337
2015-09-02,593.3329582810402
2015-09-03,591.4496229290962
2015-09-04,583.8335522413254
2015-09-08,601.4287494421005
2015-09-09,594.8651103377342
2015-09-10,600.5226005315781
2015-09-11,602.8837131261826
2015-09-14,599.4567298293114
2015-09-15,605.932164311409
2015-09-16,608.9867797493935
2015-09-17,610.8296333551407
2015-09-18,601.1507760286331
2015-09-21,602.3065329194069
2015-09-22,592.9060249328613
2015-09-23,590.3765437602997
2015-09-24,587.7160037755966
2015-09-25,584.2146367430687
2015-09-28,567.5117523670197
2015-09-29,566.6527200937271
2015-09-30,580.5509839653969
2015-10-01,581.3395435214043
2015-10-02,590.1284229755402
2015-10-05,602.9691032171249
2015-10-06,601.531075656414
2015-10-07,611.9011991024017
2015-10-08,617.0787708759308
2015-10-09,618.1043346524239
2015-10-12,621.2748383879662
2015-10-13,614.648097038269
2015-10-14,608.6821120381355
2015-10-15,617.9281179904938
2015-10-16,620.2359127402306
2015-10-19,623.1910288929939
2015-10-20,611.8269635438919
2015-10-21,612.9664517641068
2015-10-22,622.4887283444405
2015-10-23,631.7638656497002
2015-10-26,632.2327547073364
2015-10-27,631.5351040363312
2015-10-28,636.5928812623024
2015-10-29,633.5584913492203
2015-10-30,628.2885993123055
2015-11-02,635.4594988822937
2015-11-03,637.6461983323097
2015-11-04,638.5973485708237
2015-11-05,639.825618326664
2015-11-06,637.3179269433022
2015-11-09,630.1499448418617
2015-11-10,628.5056622624397
2015-11-11,626.6543837189674
2015-11-12,615.8874732851982
2015-11-13,609.1379238367081
2015-11-16,616.2756361365318
2015-11-17,621.9854323267937
2015-11-18,634.1005734205246
2015-11-19,635.0741838812828
2015-11-20,636.8650118112564
2015-11-23,636.7434293627739
2015-11-24,636.4483554959297
2015-11-25,635.5521749854088
2015-11-27,634.955603480339
2015-11-30,631.1700243353844
2015-12-01,639.4066562652588
2015-12-02,632.593575656414
2015-12-03,622.490720808506
2015-12-04,635.2500654459
2015-12-07,629.8544363975525
2015-12-08,626.1125428676605
2015-12-09,620.7106305360794
2015-12-10,625.872142970562
2015-12-11,612.3095389008522
2015-12-14,616.0741304755211
2015-12-15,625.892533659935
2015-12-16,633.4495419859886
2015-12-17,624.0041691064835
2015-12-18,609.9019410014153
2015-12-21,614.2664902806282
2015-12-22,622.0504504442215
2015-12-23,625.8576963543892
2015-12-24,626.2718486189842
2015-12-28,625.043633043766
2015-12-29,634.4492226839066
2015-12-30,629.8182676434517
2015-12-31,623.039662539959
2016-01-04,610.6128252744675
2016-01-05,610.4472373723984
2016-01-06,602.9999759793282
2016-01-07,584.7321711778641
2016-01-08,577.2440059781075
2016-01-11,577.1911470890045
2016-01-12,583.9018499851227
2016-01-13,567.1536423563957
2016-01-14,581.1040542721748
2016-01-15,565.3828939795494
2016-01-19,564.1747265458107
2016-01-20,557.1220586895943
2016-01-21,558.6537996530533
2016-01-22,561.4905059337616
2016-01-25,556.0655423998833
2016-01-26,562.1549264192581
2016-01-27,543.1530953645706
2016-01-28,557.2216557860374
2016-01-29,571.6825803518295
2016-02-01,576.4461458325386
2016-02-02,564.2221225500107
2016-02-03,568.9050740599632
2016-02-04,571.4582880139351
2016-02-05,559.0644890069962
2016-02-08,547.7221068143845
2016-02-09,544.143267095089
2016-02-10,541.7782194018364
2016-02-11,530.3041496872902
2016-02-12,538.6025719046593
2016-02-16,546.933218896389
2016-02-17,561.9691787958145
2016-02-18,563.5957217216492
2016-02-19,563.1537190079689
2016-02-22,569.4302309155464
2016-02-23,562.7532573342323
2016-02-24,563.2254784703255
2016-02-25,568.1335213780403
2016-02-26,568.2597798109055
2016-02-29,562.4743072390556
2016-03-01,577.7349824309349
2016-03-02,579.7240564823151
2016-03-03,580.9053056836128
2016-03-04,582.0894891619682
2016-03-07,584.6235657930374
2016-03-08,579.2438081502914
2016-03-09,579.4031598567963
2016-03-10,579.0133281946182
2016-03-11,589.3184626102448
2016-03-14,591.1909943223
2016-03-15,590.8145452141762
2016-03-16,596.6887281537056
2016-03-17,601.24738240242
2016-03-18,607.5839528441429
2016-03-21,612.0222519040108
2016-03-22,613.5716212391853
2016-03-23,606.5771027207375
2016-03-24,608.2348139286041
2016-03-28,607.4113965630531
2016-03-29,612.3603105545044
2016-03-30,609.3617853522301
2016-03-31,609.7040635943413
2016-04-01,615.7815893888474
2016-04-04,610.880139529705
2016-04-05,606.7236328721046
2016-04-06,615.1310243010521
2016-04-07,608.7494882941246
2016-04-08,608.1155743598938
2016-04-11,606.5105813741684
2016-04-12,613.5744066238403
2016-04-13,620.1395859718323
2016-04-14,619.357931792736
2016-04-15,617.7591994404793
2016-04-18,622.0196200013161
2016-04-19,620.139629304409
2016-04-20,622.050349354744
2016-04-21,626.3209721446037
2016-04-22,623.9311436414719
2016-04-25,622.4027539491653
2016-04-26,625.5623375177383
2016-04-27,627.8791759610176
2016-04-28,629.3673183917999
2016-04-29,624.6427085399628
2016-05-02,625.8178743720055
2016-05-03,618.5754751563072
2016-05-04,614.4599411487579
2016-05-05,616.6799818277359
2016-05-06,620.9110238552094
2016-05-09,620.3852525353432
2016-05-10,629.0146750211716
2016-05-11,623.2813084125519
2016-05-12,623.0359026789665
2016-05-13,619.3199021816254
2016-05-16,624.0163955688477
2016-05-17,615.9512922763824
2016-05-18,615.7237251996994
2016-05-19,609.426393866539
2016-05-20,614.8039273023605
2016-05-23,612.7148425579071
2016-05-24,621.2839300632477
2016-05-25,629.1652051210403
2016-05-26,632.2498679161072
2016-05-27,634.0064049959183
2016-05-31,632.1232430934906
2016-06-01,631.3241778612137
2016-06-02,634.4520556926727
2016-06-03,632.4086097478867
2016-06-06,638.9048019647598
2016-06-07,638.2208542823792
2016-06-08,639.6019448041916
2016-06-09,637.9973080158234
2016-06-10,630.0573298931122
2016-06-13,622.3710688352585
2016-06-14,620.6841815710068
2016-06-15,619.1780387163162
2016-06-16,620.3604922294617
2016-06-17,618.579530954361
2016-06-20,624.6884278059006
2016-06-21,625.3882128000259
2016-06-22,623.7341673374176
2016-06-23,634.1278227567673
2016-06-24,606.9120082855225
2016-06-27,591.6069796085358
2016-06-28,603.9043928384781
2016-06-29,615.4721814393997
2016-06-30,625.196520447731
2016-07-01,625.9809579849243
2016-07-05,620.5747674703598
2016-07-06,625.5695993900299
2016-07-07,626.4626599550247
2016-07-08,638.7591181993484
2016-07-11,642.2481490373611
2016-07-12,646.1272288560867
2016-07-13,643.7884423732758
2016-07-14,650.0764232873917
2016-07-15,650.3283668756485
2016-07-18,654.4105583429337
2016-07-19,656.1377707719803
2016-07-20,660.4405653476715
2016-07-21,655.3364006280899
2016-07-22,659.3736342191696
2016-07-25,661.4692583084106
2016-07-26,664.4873362779617
2016-07-27,670.4508826732635
2016-07-28,668.4939994812012
2016-07-29,668.0117166042328
2016-08-01,669.2513374090195
2016-08-02,663.8735746145248
2016-08-03,663.94260597229
2016-08-04,666.4535820484161
2016-08-05,672.8236395120621
2016-08-08,672.6799113750458
2016-08-09,672.3614692687988
2016-08-10,670.9230301380157
2016-08-11,675.016227722168
2016-08-12,675.2046276330948
2016-08-15,679.2246186733246
2016-08-16,675.9873013496399
2016-08-17,678.3978755474091
2016-08-18,680.306311249733
2016-08-19,678.3314199447632
2016-08-22,679.3454262018204
2016-08-23,679.4214972257614
2016-08-24,672.4491925239563
2016-08-25,672.0136103630066
2016-08-26,673.7567744255066
2016-08-29,677.8710513114929
2016-08-30,673.9790322780609
2016-08-31,671.9777252674103
2016-09-01,672.8558119535446
2016-09-02,675.3292772769928
2016-09-06,683.0223771333694
2016-09-07,684.5734516382217
2016-09-08,681.7634018659592
2016-09-09,664.3678818941116
2016-09-12,676.4836694002151
2016-09-13,667.0922293663025
2016-09-14,666.4778269529343
2016-09-15,673.1025024652481
2016-09-16,672.4835019111633
2016-09-19,671.324779510498
2016-09-20,672.1996231079102
2016-09-21,679.233881354332
2016-09-22,683.5098841190338
2016-09-23,678.3851183652878
2016-09-26,673.3199219703674
2016-09-27,678.0289763212204
2016-09-28,679.4631989002228
2016-09-29,672.4316871166229
2016-09-30,677.0063716173172
2016-10-03,677.461324095726
2016-10-04,676.4768705368042
2016-10-05,680.3020831346512
2016-10-06,677.4559292793274
2016-10-07,676.2953078746796
2016-10-10,681.4141367673874
2016-10-11,670.2043236494064
2016-10-12,669.1905192136765
2016-10-13,667.6776549816132
2016-10-14,667.4709823131561
2016-10-17,667.4719049930573
2016-10-18,668.4695760011673
2016-10-19,669.1333161592484
2016-10-20,674.213365316391
2016-10-21,672.0046148300171
2016-10-24,676.598898768425
2016-10-25,677.2987102270126
2016-10-26,682.684357047081
2016-10-27,681.0731282234192
2016-10-28,668.7002823352814
2016-10-31,665.3991132974625
2016-11-01,660.4955886602402
2016-11-02,653.0416209697723
2016-11-03,641.8113558292389
2016-11-04,641.5466710329056
2016-11-07,655.7458795309067
2016-11-08,658.3173223733902
2016-11-09,667.8419054746628
2016-11-10,675.3654907941818
2016-11-11,674.9035274982452
2016-11-14,669.5235574245453
2016-11-15,672.717337846756
2016-11-16,671.5013635158539
2016-11-17,673.7314801216125
2016-11-18,672.0185894966125
2016-11-21,681.3668220043182
2016-11-22,683.3208558559418
2016-11-23,684.0746903419495
2016-11-25,685.6134507656097
2016-11-28,684.860050201416
2016-11-29,685.8064384460449
2016-11-30,680.5104646682739
2016-12-01,674.3537571430206
2016-12-02,676.2197396755219
2016-12-05,679.1344001293182
2016-12-06,681.5113043785095
2016-12-07,688.7016723155975
2016-12-08,692.7500500679016
2016-12-09,697.6382787227631
2016-12-12,696.8214709758759
2016-12-13,704.3738749027252
2016-12-14,701.8868288993835
2016-12-15,704.2165765762329
2016-12-16,702.5223717689514
2016-12-19,702.9238221645355
2016-12-20,705.0290722846985
2016-12-21,704.8594658374786
2016-12-22,704.461808681488
2016-12-23,706.0126776695251
2016-12-27,708.4102876186371
2016-12-28,702.4924437999725
2016-12-29,701.183650970459
2016-12-30,697.0072124004364
2017-01-03,707.0512180328369
2017-01-04,714.9786195755005
2017-01-05,715.4453473091125
2017-01-06,721.989976644516
2017-01-09,724.054524898529
2017-01-10,723.336540222168
2017-01-11,726.1743860244751
2017-01-12,723.4357435703278
2017-01-13,725.0394084453583
2017-01-17,721.9982879161835
2017-01-18,723.8187909126282
2017-01-19,720.6896162033081
2017-01-20,723.7685115337372
2017-01-23,722.3218846321106
2017-01-24,731.9682130813599
2017-01-25,744.5506196022034
2017-01-26,746.347592830658
2017-01-27,747.4234693050385
2017-01-30,740.7741303443909
2017-01-31,737.4549987316132
2017-02-01,747.1635174751282
2017-02-02,743.4474668502808
2017-02-03,752.4086232185364
2017-02-06,755.1865417957306
2017-02-07,758.5499053001404
2017-02-08,760.5599117279053
2017-02-09,761.3477909564972
2017-02-10,764.189751625061
2017-02-13,767.6451828479767
2017-02-14,768.9583497047424
2017-02-15,773.5416948795319
2017-02-16,775.1162679195404
2017-02-17,777.8595361709595
2017-02-21,783.1350493431091
2017-02-22,785.1872072219849
2017-02-23,787.0420665740967
2017-02-24,787.5606215000153
2017-02-27,792.659663438797
2017-02-28,791.3153131008148
2017-03-01,803.3352704048157
2017-03-02,797.8659665584564
2017-03-03,798.6113882064819
2017-03-06,796.5867187976837
2017-03-07,795.924402475357
2017-03-08,794.7356398105621
2017-03-09,793.8649072647095
2017-03-10,796.6310038566589
2017-03-13,796.5117859840393
2017-03-14,794.5993432998657
2017-03-15,797.5716867446899
2017-03-16,796.6778016090393
2017-03-17,787.0473699569702
2017-03-20,788.3605008125305
2017-03-21,776.9849994182587
2017-03-22,781.7035381793976
2017-03-23,780.6923444271088
2017-03-24,780.9633076190948
2017-03-27,780.4356849193573
2017-03-28,785.5189554691315
2017-03-29,784.9575009346008
2017-03-30,788.1714673042297
2017-03-31,787.3525063991547
2017-04-03,786.6338064670563
2017-04-04,787.9873967170715
2017-04-05,782.7585966587067
2017-04-06,781.4794256687164
2017-04-07,783.5791454315186
2017-04-10,779.9150438308716
2017-04-11,778.8336179256439
2017-04-12,774.7505824565887
2017-04-13,770.0480961799622
2017-04-17,779.0651824474335
2017-04-18,775.4707584381104
2017-04-19,771.1776938438416
2017-04-20,780.6548175811768
2017-04-21,777.755943775177
2017-04-24,784.7288253307343
2017-04-25,789.6406722068787
2017-04-26,787.3842658996582
2017-04-27,789.6797721385956
2017-04-28,791.6850211620331
2017-05-01,791.812332868576
2017-05-02,791.171778678894
2017-05-03,790.0238592624664
2017-05-04,788.133947134018
2017-05-05,788.0636353492737
2017-05-08,789.0673496723175
2017-05-09,790.207870721817
2017-05-10,786.6080713272095
2017-05-11,785.7761607170105
2017-05-12,785.3788402080536
2017-05-15,787.297545671463
2017-05-16,790.1889321804047
2017-05-17,769.9642658233643
2017-05-18,774.4220178127289
2017-05-19,779.5325939655304
2017-05-22,780.8277537822723
2017-05-23,781.1029133796692
2017-05-24,786.0581314563751
2017-05-25,791.512293100357
2017-05-26,790.7983758449554
2017-05-30,790.6155204772949
2017-05-31,791.937662601471
2017-06-01,794.2095167636871
2017-06-02,801.9051287174225
2017-06-05,802.6005129814148
2017-06-06,799.7202515602112
2017-06-07,804.042867898941
2017-06-08,809.8215219974518
2017-06-09,803.3590152263641
2017-06-12,803.0755474567413
2017-06-13,806.5766501426697
2017-06-14,806.1855843067169
2017-06-15,806.4929420948029
2017-06-16,806.4700863361359
2017-06-19,816.611389875412
2017-06-20,815.6068694591522
2017-06-21,823.5175814628601
2017-06-22,825.5385556221008
2017-06-23,827.9757964611053
2017-06-26,827.4889945983887
2017-06-27,818.7546920776367
2017-06-28,827.5855901241302
2017-06-29,818.0969710350037
2017-06-30,816.6591167449951
2017-07-03,816.2292830944061
2017-07-05,823.887366771698
2017-07-06,816.5870258808136
2017-07-07,821.7608554363251
2017-07-10,826.5836048126221
2017-07-11,832.5816402435303
2017-07-12,838.7730045318604
2017-07-13,840.4700267314911
2017-07-14,847.7368578910828
2017-07-17,847.0540595054626
2017-07-18,850.4377179145813
2017-07-19,851.8293375968933
2017-07-20,851.9181056022644
2017-07-21,853.8180060386658
2017-07-24,854.8606929779053
2017-07-25,854.0226011276245
2017-07-26,870.206817150116
2017-07-27,877.2078905105591
2017-07-28,880.8202705383301
2017-07-31,877.8784198760986
2017-08-01,877.8931403160095
2017-08-02,877.6406331062317
2017-08-03,876.2909779548645
2017-08-04,877.1295557022095
2017-08-07,883.4447340965271
2017-08-08,881.5551834106445
2017-08-09,877.5739612579346
2017-08-10,863.5099544525146
2017-08-11,866.3443167209625
2017-08-14,877.3632616996765
2017-08-15,880.8416166305542
2017-08-16,880.3691864013672
2017-08-17,866.7627148628235
2017-08-18,866.1052873134613
2017-08-21,866.1465463638306
2017-08-22,875.5841240882874
2017-08-23,873.5095052719116
2017-08-24,873.6882047653198
2017-08-25,870.5301022529602
2017-08-28,874.1388788223267
2017-08-29,879.7884449958801
2017-08-30,883.5300054550171
2017-08-31,890.0977396965027
2017-09-01,893.5075187683105
2017-09-05,885.117627620697
2017-09-06,887.1466283798218
2017-09-07,890.4222865104675
2017-09-08,887.7871885299683
2017-09-11,902.5803489685059
2017-09-12,908.2049293518066
2017-09-13,909.1689643859863
2017-09-14,909.2304835319519
2017-09-15,913.9351100921631
2017-09-18,917.1457080841064
2017-09-19,920.8854308128357
2017-09-20,925.5521087646484
2017-09-21,922.515814781189
